max_bins,interactions,outer_bags,learning_rate,min_samples_leaf,max_leaves,random_state,threshold,train_precision,train_recall,train_f1,train_auc,test_precision,test_recall,test_f1,test_auc
128,20,8,0.01,2,3,42,0.5,0.8934420565268468,0.9520268031368506,0.9218045380817426,0.9067861252795534,0.9085545722713865,0.9175769612711023,0.9130434782608695,0.8193401484017557
128,20,8,0.01,2,3,42,0.6,0.9128709266338977,0.9230882515371305,0.9179511587888551,0.9067861252795534,0.9211903693734111,0.8738828202581926,0.8969132207338381,0.8193401484017557
128,20,8,0.01,2,3,42,0.7,0.9309362067619271,0.8779131843452008,0.9036475603979157,0.9067861252795534,0.9339576941708381,0.8205419208398355,0.8735840507476212,0.8193401484017557
128,20,8,0.01,2,3,42,0.8,0.9516857838025721,0.806450425242075,0.8730693345556729,0.9067861252795534,0.948977745612448,0.7440771740672436,0.8341284987277354,0.8193401484017557
128,50,8,0.01,2,3,42,0.3,0.8566500574932925,0.987445233975185,0.9174092254014948,0.9128933842819419,0.8877776334588907,0.9696410838416797,0.9269053430973692,0.8209442945774486
128,50,8,0.01,2,3,42,0.4,0.8763750828363155,0.9737859430801517,0.9225161751626236,0.9128933842819419,0.8983712478126262,0.9468009646758405,0.9219505456554773,0.8209442945774486
128,50,8,0.01,2,3,42,0.5,0.8963357669284799,0.953757225433526,0.9241553993792587,0.9128933842819419,0.9094615492759736,0.9177188253653,0.9135715294449936,0.8209442945774486
128,50,8,0.01,2,3,42,0.6,0.9161619846771252,0.9245609513640882,0.9203423063531913,0.9128933842819419,0.921676861106967,0.8764363739537523,0.8984874927283304,0.8209442945774486
128,50,8,0.01,2,3,42,0.7,0.9347698564780416,0.8800485990942896,0.9065842372752788,0.9128933842819419,0.9349017080244925,0.8230954745353951,0.8754432289701999,0.8209442945774486
128,50,8,0.01,2,3,42,0.8,0.9538241415192508,0.8099480873310997,0.8760179193628671,0.9128933842819419,0.9469409853817,0.7443609022556391,0.8335186656076251,0.8209442945774486
