max_depth,min_samples_split,min_samples_leaf,class_weight_factor,test_precision_mean,test_precision_std,test_recall_mean,test_recall_std,test_f1_mean,test_f1_std,n_leaves_mean,n_leaves_std
5,60,60,1.0,0.8625092540502329,0.02569094552977628,0.9571424260889672,0.006964258054606424,0.9072571320843787,0.016861288846947597,28.8,2.16794833886788
5,60,70,0.6,0.8887163074340029,0.023967619124688682,0.9075113408835309,0.019438983959119294,0.8977837143313518,0.0145696147921762,28.6,2.073644135332772
5,60,70,0.7,0.8834476075153729,0.02713594048703063,0.9191271152154862,0.013528023828758907,0.9007055363063037,0.014610204821412467,28.4,1.949358868961793
5,60,70,0.8,0.8795986241310775,0.0244812110462976,0.9265617242805948,0.021889374816790423,0.9023032318270575,0.018773390521314767,28.6,2.073644135332772
5,60,70,0.9,0.8708560644166171,0.024579270287079763,0.9364359234997395,0.0244099035398787,0.9023346092952629,0.021531937211414394,28.2,2.280350850198276
5,60,70,1.0,0.8616196449197009,0.025677637321881313,0.9581526414893317,0.006304169533674232,0.9072183976469775,0.016789938786285614,27.6,2.7928480087537886
5,80,40,0.6,0.8867357093263969,0.025103386114042867,0.9131476003172828,0.015545770711042102,0.8995232960772526,0.013620849039323047,30.4,1.1401754250991378
5,80,40,0.7,0.8822853201804154,0.02764684625365261,0.9211039596870967,0.013861962811886392,0.9010276848824169,0.014502494866006242,30.0,1.4142135623730951
5,80,40,0.8,0.8805446945438208,0.023455105294611808,0.9268338598916743,0.02145187058537991,0.9029018278445895,0.016879401331249107,29.8,1.4832396974191329
5,80,40,0.9,0.8704747678600956,0.025337640311828624,0.9372708940604649,0.02312261068611266,0.9025118045275654,0.02124384235680428,29.8,1.4832396974191329
5,80,40,1.0,0.8620879015868883,0.02551513651161797,0.9575425549017573,0.006676676544076325,0.9071912962068021,0.016285076167382572,29.2,2.387467277262665
5,80,50,0.6,0.8874428805399756,0.024080679164619048,0.912356742667537,0.016109698254451726,0.8995204157789052,0.013687790414774784,29.8,1.7888543819998315
5,80,50,0.7,0.8820783250663229,0.027607558060587265,0.9210723401758555,0.014668110572632067,0.9009087592345721,0.014977375787127963,29.2,1.6431676725154982
5,80,50,0.8,0.879082018288791,0.02499886206687325,0.926827843302213,0.02239967097593578,0.902127144504061,0.0184869685460999,29.4,1.673320053068151
5,80,50,0.9,0.8707842104977143,0.024938055387578865,0.9367880914328012,0.02429637704850326,0.9024528080245794,0.02152569413889072,29.4,1.673320053068151
5,80,50,1.0,0.8621496817945387,0.026361494482024416,0.9578060356876419,0.006899311349008042,0.9073361523949706,0.0168465358393431,29.0,2.449489742783178
