#;Filename;FPS
673;BOWL_J59_1D;29.78
674;BOWL_J59_2D;29.78
675;BOWL_J59_3D;29.78
676;BOWL_J59_4D;29.78
677;BOWL_J59_5D;29.78
678;BOWL_J61_1D;19.76
679;BOWL_J61_2D;19.76
680;BOWL_J61_3D;19.76
681;BOWL_J61_4D;19.76
682;BOWL_J61_5D;19.76
